col_tau_01,col_tau_02,col_tau_14,col_tau_17
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.39999962,10.39999962,10.39999962,10.39999962
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.60000038,10.60000038,10.60000038,10.60000038
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
10.80000019,10.80000019,10.80000019,10.80000019
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11,11,11,11
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.19999981,11.19999981,11.19999981,11.19999981
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.39999962,11.39999962,11.39999962,11.39999962
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.60000038,11.60000038,11.60000038,11.60000038
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
11.80000019,11.80000019,11.80000019,11.80000019
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12,12,12,12
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.19999981,12.19999981,12.19999981,12.19999981
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.39999962,12.39999962,12.39999962,12.39999962
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.60000038,12.60000038,12.60000038,12.60000038
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
12.80000019,12.80000019,12.80000019,12.80000019
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13,13,13,13
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
13.19999981,13.19999981,13.19999981,13.19999981
